topic,evidence_1,evidence_2,label,acceptance_rate,evidence_1_stance,evidence_2_stance,evidence_1_detection_score,evidence_2_detection_score,evidence_1_id,evidence_2_id,evidence_1_wikipedia_article_name,evidence_2_wikipedia_article_name,evidence_1_wikipedia_url,evidence_2_wikipedia_url
We should legalize prostitution,"[REF] Ethnographical research on street prostitution, done by Alexandra Oliveira, of University of Porto [REF] has led the researcher to argue that prostitution should be legalized to improve the situation of the women [REF].","Feminists who hold such views on prostitution include Kathleen Barry, Melissa Farley,[REF][REF] Julie Bindel,[REF][REF] Sheila Jeffreys, Catharine MacKinnon[REF] and Laura Lederer;[REF] the European Women's Lobby has also condemned prostitution as ""an intolerable form of male violence"" [REF].",1,0.78,PRO,CON,0.9225357174873352,0.6740348935127258,1583,1608,Prostitution in Portugal,Feminism,https://en.wikipedia.org/wiki/Prostitution_in_Portugal,https://en.wikipedia.org/wiki/Feminism
We should fight gender inequality,The Gender-related Development Index (GDI) and the Gender Empowerment Measure (GEM) were introduced in the 1995 Human Development Report with growing international recognition of the importance of eliminating gender inequality.,"The contribution of UNFPA to the global response to AIDS is shaped by its mandate to reduce poverty, eliminate gender inequality and ensure universal access to sexual and reproductive health.",1,0.89,PRO,PRO,0.432165265083313,0.8148607015609741,353,381,Gender Inequality Index,United Nations Population Fund,https://en.wikipedia.org/wiki/Gender_Inequality_Index,https://en.wikipedia.org/wiki/United_Nations_Population_Fund
We should subsidize condoms,"In 2009, she declared herself to be ""profoundly shocked"" by statements of Pope Benedict XVI which claimed that condoms promote AIDS, although they in fact help prevent it.","In 2003, contrary to empirical evidence, the president of the Vatican's Pontifical Council for the Family - ""senior spokesman"" Cardinal Alfonso Lopez Trujillo - claimed that condoms are permeable to the aids virus.",1,0.75,PRO,CON,0.6417813897132874,0.608909547328949,1747,1741,Ségolène Royal,Catholic Church and AIDS,https://en.wikipedia.org/wiki/Ségolène_Royal,https://en.wikipedia.org/wiki/Catholic_Church_and_AIDS
We should legalize prostitution,"On September 2, 2009, Cicilline submitted an ordinance to the City Council to ban indoor prostitution in the city, imposing a $500 fine and a potential 30-day prison sentence on violators [REF].","On November 3, 2009, Rhode Island Governor Donald Carcieri signed into law a bill making the buying and selling of sexual services a crime [REF].",2,0.67,CON,CON,0.8083139657974243,0.6280248761177063,1633,1631,David Cicilline,David Cicilline,https://en.wikipedia.org/wiki/David_Cicilline,https://en.wikipedia.org/wiki/David_Cicilline
We should further exploit hydroelectric dams,"Some of Tajikistan's neighbours, especially Uzbekistan, are concerned that construction of large hydroelectric plants within the headwaters of the region's rivers will result in shortages of water downstream [REF].","Following the BC provincial government's 2002 Energy Plan, publicly owned BC Hydro was forbidden from producing new sources of hydroelectricity as part of a shift to deregulate and privatize the BC electricity sector.",1,0.6,CON,PRO,0.5710528492927551,0.8562178015708923,2973,2982,Sangtuda 1 Hydroelectric Power Plant,Western Canada Wilderness Committee,https://en.wikipedia.org/wiki/Sangtuda_1_Hydroelectric_Power_Plant,https://en.wikipedia.org/wiki/Western_Canada_Wilderness_Committee
We should adopt vegetarianism,"PETA had an ad ready claiming that, ""Vegetarians have better sex.""","Just like Silverstone, Sharon is an animal rights supporter and a vegetarian.",1,0.67,PRO,PRO,0.5374850630760193,0.2665148079395294,3914,3932,Super Bowl XLII,Braceface,https://en.wikipedia.org/wiki/Super_Bowl_XLII,https://en.wikipedia.org/wiki/Braceface
We should abolish the monarchy,"A 2002 poll by EKOS Research Associates found that the majority 52% of Canadians think that ""the monarchy is an outdated and regressive institution that has no real relevance to most of Canadians today.""","Comparing laws in the various forms of government, Shcherbatov pointed out the advantage of the monarchy, which, having its solid established laws could provide for its citizens' security for their lives, property and tranquility.",1,0.67,PRO,CON,0.9550170302391052,0.5071322321891785,4038,4044,Debate on the monarchy in Canada,Mikhail Shcherbatov,https://en.wikipedia.org/wiki/Debate_on_the_monarchy_in_Canada,https://en.wikipedia.org/wiki/Mikhail_Shcherbatov
We should introduce a flat tax,"In 2001, Putin, who has advocated liberal economic policies, introduced flat tax rate of 13%;[REF][REF] the corporate rate of tax was also reduced from 35 percent to 24 percent;[REF] Small businesses also get better treatment.","Later analysis suggested that, in particular, Merkel's support for a flat-tax proposal by Paul Kirchhof, the shadow Finance Minister, further undermined her credibility on economic affairs and gave the impression that the CDU's economic reforms would only benefit the very rich.",2,0.63,PRO,CON,0.6410778164863586,0.23080968856811526,3609,3628,Vladimir Putin,"German federal election, 2005",https://en.wikipedia.org/wiki/Vladimir_Putin,"https://en.wikipedia.org/wiki/German_federal_election,_2005"
We should abandon coal mining,The Anvil Hill Alliance includes community and environment groups in NSW opposed to the expansion of coal mines in his high conservation value region.,"In this case, the court upheld a Pennsylvania statute which limited coal mining causing damage to buildings, dwellings and cemeteries through subsidence.",2,0.63,PRO,PRO,0.4883298575878143,0.32338184118270874,388,426,Climate change in Australia,Keystone Bituminous Coal Ass'n v. DeBenedictis,https://en.wikipedia.org/wiki/Climate_change_in_Australia,https://en.wikipedia.org/wiki/Keystone_Bituminous_Coal_Ass'n_v._DeBenedictis
We should prohibit hydraulic fracturing,"Hydraulic fracturing also affects individuals in close proximity to the activity, like the case previously discussed about the nurse who became ill after exposure from treating a hydraulic fracturing worker (Frankowski, 2008) [REF].","In response to calls to ban fracking in parts of New York, the Manhattan Institute released a report in 2011 projecting that allowing fracking would stimulate the state economy to the tune of $11 billion [REF].",2,0.63,PRO,CON,0.2282880246639252,0.893314003944397,2698,2665,Hydraulic fracturing in the United States,Manhattan Institute for Policy Research,https://en.wikipedia.org/wiki/Hydraulic_fracturing_in_the_United_States,https://en.wikipedia.org/wiki/Manhattan_Institute_for_Policy_Research
We should ban partial birth abortions,NARAL endorsed Sestak in the 2010 Democratic primary over Specter because of Sestak's opposition to a ban on partial birth abortion [REF].,The United States Supreme Court upheld the 2003 partial-birth abortion ban by a narrow majority of 5-4.,2,1.0,CON,PRO,0.7023003101348877,0.7480446100234985,92,78,Joe Sestak,Abortion in the United States by state,https://en.wikipedia.org/wiki/Joe_Sestak,https://en.wikipedia.org/wiki/Abortion_in_the_United_States_by_state
We should subsidize condoms,"Some senior Catholic authorities, such as Belgian Cardinal Emeritus Godfried Danneels, believe the Catholic Church should support condoms used to prevent serious diseases such as AIDS, because non-use is tantamount to murder [REF].","In 2009, she declared herself to be ""profoundly shocked"" by statements of Pope Benedict XVI which claimed that condoms promote AIDS, although they in fact help prevent it.",1,1.0,PRO,PRO,0.8853585124015808,0.6417813897132874,1749,1747,Natural family planning,Ségolène Royal,https://en.wikipedia.org/wiki/Natural_family_planning,https://en.wikipedia.org/wiki/Ségolène_Royal
We should legalize prostitution,"Many people who support legal prostitution argue that prostitution is a consensual sex act between adults and a victimless crime, thus the government should not prohibit this practice.","In July 1941, President Franklin D. Roosevelt had signed into law a federal ban on prostitution near naval and military bases [REF].",1,0.88,PRO,CON,0.8571430444717407,0.5180975794792175,1565,1570,Prostitution law,San Antonio Sporting District,https://en.wikipedia.org/wiki/Prostitution_law,https://en.wikipedia.org/wiki/San_Antonio_Sporting_District
We should subsidize biofuels,Boeing estimates that biofuels could reduce flight-related greenhouse-gas emissions by 60 to 80 percent [REF].,The group says that biofuels will become a leading alternative fuel for the company [REF].,1,1.0,PRO,PRO,0.8732357025146484,0.7380414009094238,2054,2040,Boeing,Biofuel in Australia,https://en.wikipedia.org/wiki/Boeing,https://en.wikipedia.org/wiki/Biofuel_in_Australia
We should introduce a flat tax,The countries that have recently reintroduced flat taxes have done so largely in the hope of boosting economic growth.,"Scorsone supported abortion rights, called a flat tax ""too regressive"", and favored national educational testing and standards [REF].",1,0.78,PRO,CON,0.7145066261291504,0.7762302160263062,3638,3607,Flat tax,Ernie Fletcher,https://en.wikipedia.org/wiki/Flat_tax,https://en.wikipedia.org/wiki/Ernie_Fletcher
We should abolish the monarchy,"Moreover, Leonardo Bruni (1370-1444) asserted, based on Tacitus's pronouncements in the introduction to the Histories, that republican government made better men, whereas monarchy was inimical to human virtue (see Tacitean studies).","Comparing laws in the various forms of government, Shcherbatov pointed out the advantage of the monarchy, which, having its solid established laws could provide for its citizens' security for their lives, property and tranquility.",2,0.67,PRO,CON,0.23746253550052646,0.5071322321891785,4017,4044,Classical republicanism,Mikhail Shcherbatov,https://en.wikipedia.org/wiki/Classical_republicanism,https://en.wikipedia.org/wiki/Mikhail_Shcherbatov
We should introduce school vouchers,"In 2006, the Court struck down a law passed by the Florida State Legislature that had created the United States' first statewide education voucher program.","The Alliance for the Separation of School & State opposes education vouchers on the grounds that ""if vouchers become commonplace, private and religious schools will become more and more like public schools.""[REF]",2,0.63,CON,CON,0.5252106189727783,0.7557459473609924,2733,2721,Lawton Chiles,School voucher,https://en.wikipedia.org/wiki/Lawton_Chiles,https://en.wikipedia.org/wiki/School_voucher
We should subsidize condoms,"Given the premise that some adolescents are going to have sex, a harm-reductionist approach supports a sexual education which emphasizes the use of protective devices like condoms and dental dams to protect against unwanted pregnancy and the transmission of STIs.","Joseph McIlhaney, a Texas-based doctor known for his published beliefs rejecting the use of condoms to prevent the spread of HIV and other sexually transmitted diseases, and his continued advocacy of abstinence-only programs despite negligible evidence that they actually reduce pregnancy rates among young people.",1,0.86,PRO,CON,0.7579944729804993,0.8413746356964111,1714,1727,Harm reduction,Presidential Advisory Council on HIV/AIDS,https://en.wikipedia.org/wiki/Harm_reduction,https://en.wikipedia.org/wiki/Presidential_Advisory_Council_on_HIV/AIDS
